URL,address,announce_ID,description,latitude,longitude,neighborhood,realty_info,realty_type,street,title,Price_BRL,Price_1000BRL,Dormitorios,Banheiros,Area_m_2,Vagas_Garagem,City
https://www.brognoli.com.br/imovel/comprar-apartamento-36225/,"['Lauro', 'Linhares,689', 'TRINDADE,-FLORIANÓPOLIS/SC']",cod. A42-36225,"['Apartamento de 2 quartos na Trindade, próximo a UFSC, 2 banheiros, ampla sala para 2 ambientes, sacada na sala, cozinha, área de serviço com tanque, banheiro auxiliar, banheiro social com box de vidro, balcão e espelho, vaga de garagem privativa descoberta. Apartamento reformado, a poucos metros da UFSC, Shopping Iguatemi e TITRI, condomínio com portaria 24h, playground, quadra poliesportiva, salão de festas e quiosques com churrasqueira. maiores informações tratar com corretor Evaldo pelo fone/whats 55 48 999636607 ou pelo email evaldovendasbrognoli@gmail.com']",-27.5857428,-48.52421229999999,TRINDADE,"['2 Dormitórios', '2 Banheiros', '65.95 m²', '1 Vaga']",Apartamento,"['Lauro', 'Linhares,689']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],320000.0,320.0,2.0,2.0,65.95,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-36440/,"['Pirineus,86', 'CÓRREGO-GRANDE,-FLORIANÓPOLIS/SC']",cod. A45-36440,"['Apartamento de 03 quartos no Córrego Grande. Apartamento com uma suíte, banheiro social, ampla sala para 02 ambientes, sacada ampla com churrasqueira à carvão, cozinha americana com armários planejados, área de serviço separada e com mobília, 01 vaga de garagem dupla e hobby box. Condomínio com salão de festas gourmet, piscina, academia, play ground, sala de cinema, Hall de entrada com pé-direito duplo, elevador para cadeirante, Coleta de água da chuva para irrigar jardins e calçadas. em localização estratégica, tranquila, segura, com uma linda praça revitalizada recentemente, nas imediações da UFSC, UDESC e Horto Florestal.  Para maiores informações, entrar em contato com o corretor Jeferson Souza Sant anna pelo fone (48) 99167-1657, ou pelo e-mail:jefersonvendasbrognoli@gmail.com']",-27.6042256,-48.5008881,CÓRREGO-GRANDE,"['3 Dormitórios', '2 Banheiros', '103.03 m²', '1 Vaga']",Apartamento,"['Pirineus,86']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],685000.0,685.0,3.0,2.0,103.03,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-32815/,"['FREI', 'CANECA,14', 'CENTRO,-FLORIANÓPOLIS/SC']",cod. A6-32815,"['Apartamento Lindo, de 2 quartos, no Centro de Florianópolis. Apartamento ao lado do Shopping Beiramar, 2 quartos sendo 1 suíte,  móveis planejados nos 2 quartos, sala para 2 ambientes, sacada com churrasqueira, cozinha com armários planejados, área de serviço e banheiro social com box de vidro e balcão, garagem livre e coberta, vista livre, iluminado e ensolarado. Condomínio com piscina no ático, academia e salão de festas. Maiores informações e contato para visitas com a corretora Lourdes Inês Bianchi, no telefone 55(48)99983-0539, ou pelo e-mail: lurdinhavendasbrognoli@gmail.com.br']",-27.5764998,-48.5421296,CENTRO,"['2 Dormitórios', '2 Banheiros', '66.37 m²', '1 Vaga']",Apartamento,"['FREI', 'CANECA,14']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],680000.0,680.0,2.0,2.0,66.37,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-36384/,"['Deputado', 'Antonio', 'Edu', 'Vieira,1798', 'TRINDADE,-FLORIANÓPOLIS/SC']",cod. A16-36384,"['Apartamento na Trindade, em frente a UFSC. Apartamento com 68,4 m² privativos distribuídos em dois dormitórios sendo uma suíte, sacada com churrasqueira fechada com blindex, em andar alto e vista livre (sol da manhã), sala com painel e hack para tv, cozinha tipo americana com armário embutido, área de serviço bem ventilada, banheiro social. Piso porcelanato em todas as peças, armários embutidos e persianas integradas nos dois dormitórios e aquecimento de água a gás. Duas garagens livres e cobertas, com hobby box. Condomínio possui dois elevadores, hidrômetros e gás individuais, portaria 24h e salão de festas, monitoramento por câmeras e vagas de visitantes. Mais informações e contatos para visitas com o corretor Ricardo Martins, no cel/whatsapp 55(48)98450-0607 / 99933-8705, ou pelo e-mail: ricardovendasbrognoli@gmail.com']",-27.6013733,-48.5169272,TRINDADE,"['2 Dormitórios', '2 Banheiros', '68.4 m²', '2 Vagas']",Apartamento,"['Deputado', 'Antonio', 'Edu', 'Vieira,1798']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],490000.0,490.0,2.0,2.0,68.4,2,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-36443/,"['Joaquim', 'Nabuco,1855', 'CAPOEIRAS,-FLORIANÓPOLIS/SC']",cod. A2-36443,"['Apartamento 2 dormitórios (1 Suíte)  próximo a todos os pontos de apoio e supermercado Angeloni no Bairro Capoeiras. Apartamento constituído de cozinha com armários planejados com bancadas em granito, sala para 02 ambientes com rebaixo em gesso, sacada com churrasqueira a carvão, banheiro social com armário planejado,quarto com armários planejados,  suíte com armários planejados, banheiro da suíte com armário planejado, cozinha, sacada, área de serviço e banheiros em porcelanato, persianas embutidas nas janelas, garagem individual e coberta, condomínio com portaria 24 horas, 02 elevadores, hidrômetro individual, piscina, sala de jogos, espaço gourmet, salão de festas, academia, 08 andares e somente 04 apartamentos por andar. Maiores informações e contato para visitas com o corretor e avaliador Rodrigo Barth, no telefone 55 (48) 99809-2016(Whatsapp) ou pelo e-mail rodrigovendasbrognoli@gmail.com']",-27.5926329,-48.5935999,CAPOEIRAS,"['2 Dormitórios', '2 Banheiros', '76.03 m²', '1 Vaga']",Apartamento,"['Joaquim', 'Nabuco,1855']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],390000.0,390.0,2.0,2.0,76.03,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-35316-2/,"['Servidão', 'Das', 'Palmeiras,205', 'ITACORUBI,-FLORIANÓPOLIS/SC']",cod. A24-35886,"['Apartamento com 105 m² de área privativa no Itacorubi em Florianópolis. O apartamento possui espaços muito bem distribuídos, finamente decorado, com móveis planejados em todos ambientes, 3 dormitórios, sendo 1 suíte, com persianas integradas, sala de estar, sala de jantar integrada com a cozinha toda com armários planejados, bancada em granito e eletros, sacada com churrasqueira, banheiro social,  área de serviço, ar condicionado Split em todos os ambientes, piso porcelanato, aquecimento de água a gás, hidrômetro individual, 1 vaga de garagem livre e coberta, ótima posição solar, ventilado. Extremamente silencioso e com linda vista livre para o verde. Condomínio com piscina adulto e infantil, salão de festa, 2 elevadores, portaria 24 horas, estacionamento para visitantes, bicicletário. Com localização estratégica, fácil acesso, próximo às universidades e farto e variado comércio. Lindo apartamento! Maiores informações e contato para visitas com a corretora Joelma Vidal, no fone  55(48)99617-3737, ou através do e-mail: joelmavendasbrognoli@gmail.com']",-27.5876593,-48.49437289999999,ITACORUBI,"['3 Dormitórios', '2 Banheiros', '104.67 m²', '1 Vaga']",Apartamento,"['Servidão', 'Das', 'Palmeiras,205']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],615000.0,615.0,3.0,2.0,104.67,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-36450/,"['Heitor', 'Luz,225', 'CENTRO,-FLORIANÓPOLIS/SC']",cod. A12-36450,"['Apartamento de 2 quartos, sendo 1 suíte e dependência de empregada. Excelente localização, ao lado do hotel Majestic e na quadra da Beira Mar Norte. Apartamento amplo sendo cozinha, sala com sacada, 2 quartos, sendo 1 suíte, área de serviço e dependência. Vaga de garagem livre e coberta. Condomínio com salão de festas e portaria 24 horas. Localização privilegiada a poucos passos do Shopping Beira Mar e de todo o comércio em geral da região. Maiores informações com a corretora Katiuscia Castro ou através do celular: 48-99983-5350 ou pelo email: katiusciavendasbrognoli@gmail.com']",-27.5832116,-48.5439131,CENTRO,"['2 Dormitórios', '2 Banheiros', '68.73 m²', '1 Vaga']",Apartamento,"['Heitor', 'Luz,225']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],500000.0,500.0,2.0,2.0,68.73,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-36173/,"['Amaro', 'Antonio', 'Vieira,2155', 'ITACORUBI,-FLORIANÓPOLIS/SC']",cod. A16-36173,"['Apartamento em condomínio fechado no Itacorubi! Apartamento no primeiro andar com 74,09 m² privativos, distribuídos em 3 dormitórios sendo um com suíte, banheiro social, sala ampla com espaço para dois ambientes e sacada com vista livre (sol da manhã). Cozinha com armários embutidos e área de serviço separada e bem arejada. Uma vaga de garagem livre e descoberta! Condomínio com uma completa infraestrutura de segurança e lazer sendo portaria 24h, salão de festas, espaço gourmet, fitness center, quadra poliesportiva, pet place e parquinho para crianças. Estacionamento para visitantes no condomínio! Imóvel em ótima localização, próximo a UDESC, UFSC, de fácil acesso ao centro e praias do leste. Desocupado! Mais informações e contatos para visitas com o corretor Ricardo Martins, no cel/whatsapp 55(48)98450-0607 / 99933-8705, ou pelo e-mail: ricardovendasbrognoli@gmail.com']",-27.583555,-48.4989573,ITACORUBI,"['3 Dormitórios', '2 Banheiros', '74.09 m²', '1 Vaga']",Apartamento,"['Amaro', 'Antonio', 'Vieira,2155']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],380000.0,380.0,3.0,2.0,74.09,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-35549/,"['Amaro', 'Antônio', 'Vieira,2383', 'ITACORUBI,-FLORIANÓPOLIS/SC']",cod. A17-35549,"['Apartamento 3 quartos sendo 1 suíte e1 vaga dupla no bairro Itacorub. Apartamento com sala com sacada e vista livre, cozinha e área de serviço, aquecimento a gás, ficam todos os móveis planejados, inclusive mesa da sala, vaga de garagem estendida (cabem 2 carros lado a lado). Apartamento tem condomínio com 2 blocos, portaria 24h, 2 elevadores por bloco, estacionamento para visitantes, piscina, área com churrasqueiras externas próximo a piscina, quadra poliesportiva, playground, teen lounge, cinema, salão de festas, academia e biblioteca. Padrão de construção Magno Martins, área total, 94,62. Apartamento está muito bonito. Maiores informações e contato para visitas com o corretor Diogo Scherer, no telefone 55(48)99971-4320 (WhatsApp) ou pelo e-mail: diogovendasbrognoli@gmail.com']",-27.5851093,-48.4967525,ITACORUBI,"['3 Dormitórios', '2 Banheiros', '75.42 m²', '2 Vagas']",Apartamento,"['Amaro', 'Antônio', 'Vieira,2383']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],595000.0,595.0,3.0,2.0,75.42,2,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-36277/,"['Santos', 'Saraiva,469', 'ESTREITO,-FLORIANÓPOLIS/SC']",cod. A13-36277,"[""Apartamento 2 quartos no Estreito. Venha morar em um apartamento lindamente mobiliado e decorado, em um dos melhores endereços do Estreito próximo a um comércio extremamente diversificado e movimentado, poucos minutos da Beira Mar continental e acesso facilitado ao centro de Florianópolis. O apartamento possui 66,90 m² de área privativa, dois dormitórios, sendo um suíte móveis planejados, banheiros com lindo acabamento, sala com dois ambientes harmoniosos com\niluminação integrada ao ambiente, cozinha cuidadosamente planejada para oferecer praticidade, sacada com churrasqueira, planejada com móveis confortáveis um ótimo lugar para juntar a família e os amigos para um bom churrasco e vaga de garagem livre e coberta, Hobby Box, condomínio com infraestrutura com elevadores, acesso ao interior do prédio através de TAG's, áreas de lazer equipadas e climatizadas, piscina com raia de natação, salão de festas, espaço gourmet e academia compõem um ambiente de integração entre seus moradores. Ambiente preparado para você, é só entrar e morar!\nMais informações e contato para visitas com o Corretor Lucas Piccini, telefone: (48)99194.27.27 ou pelo e-mail: lucasvendasbrognoli@gmail.com""]",-27.5917815,-48.5782252,ESTREITO,"['2 Dormitórios', '2 Banheiros', '66.9 m²', '1 Vaga']",Apartamento,"['Santos', 'Saraiva,469']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],445000.0,445.0,2.0,2.0,66.9,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-coberturaapartamentoapartamento-36269/,"['Ana', 'Maria', 'Nunes,118', 'CÓRREGO-GRANDE,-FLORIANÓPOLIS/SC']",cod. CB9-36269,"['Cobertura/Apartamento nova no Córrego Grande próximo á UFSC, ampla cobertura com sala 02 ambientes cozinha americana, churrasqueira e pia, área de serviço separada, sacada, bwc social, terraço com spa aquecido e teto retrátil , 02 dormitórios (sendo um suíte) os dois com sacada, 02 vagas de garagem lado á lado, 02 hobby box. Prédio novo com elevador e salão de festa em ótima localização nas proximidades da UFSC.Maiores informações e contato para visitas com o corretor Douglas Rodrigues Lobo, no telefone 55(48)99961-2134 ou pelo e-mail: douglasvendasbrognoli@gmail.com']",-27.601463,-48.513391,CÓRREGO-GRANDE,"['2 Dormitórios', '2 Banheiros', '111.99 m²', '2 Vagas']",Cobertura,"['Ana', 'Maria', 'Nunes,118']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],549000.0,549.0,2.0,2.0,111.99,2,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-36433/,"['Aracy', 'Vaz', 'Calado,1022', 'ESTREITO,-FLORIANÓPOLIS/SC']",cod. A39-36433,"['Apartamento Amplo no Bairro Estreito. Apartamento com dois dormitórios, sala, cozinha, 01 banheiro, área de serviço, elevador, localização privilegiada, salão de festas. Maiores informações entrar em contato com a corretora Jerusa Oliveira, fone (48) 999999002 ou através do  e-mail: jerusavendasbrognoli@gmail.com']",-27.5870672,-48.58491,ESTREITO,"['2 Dormitórios', '1 Banheiro', '63.17 m²']",Apartamento,"['Aracy', 'Vaz', 'Calado,1022']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],150000.0,150.0,2.0,1.0,63.17,,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-36451/,"['Pedro', 'Demoro,1875', 'ESTREITO,-FLORIANÓPOLIS/SC']",cod. A12-36451,"['Apartamento no Estreito. Apartamento de 1 quarto,  sala cozinha, banheiro social e garagem. Excelente localização no Estreito, próximo do comercio em geral e fácil acesso ao centro de Florianópolis. Maiores informações e contato com Katiuscia Castro (48)999 835 530 e ou pelo e-mail katiusciavendasbrognoli@gmail.com']",-27.5837047,-48.5822018,ESTREITO,"['1 Dormitório', '1 Banheiro', '40.41 m²', '1 Vaga']",Apartamento,"['Pedro', 'Demoro,1875']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],200000.0,200.0,1.0,1.0,40.41,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-36461/,"['João', 'Meirelles,1451', 'ABRAÃO,-FLORIANÓPOLIS/SC']",cod. A17-36461,"['Apartamento de 2 quartos no Abraão com 2 suítes, lavabo, sala ampla, sacada com churrasqueira a carvão e fechada com sistema Reiki, linda vista para o mar e área verde, ótima posição solar, cozinha, área de serviço com acesso a sacada, aquecimento a gás, hidrometro individual e TODO mobiliado!!! Apartamento com 2 vagas de garagem. Condomínio com completa estrutura de lazer, portaria 24h, estacionamento para visitantes, espaço gourmet, espaço pilates, kids place, piscina adulto e infantil, quadra recreativa, sala de jogos teem, elevador, praça central e pet care. Maiores informações e contato para visitas com o corretor Diogo Scherer, no telefone 55(48)99971-4320 (WhatsApp) ou pelo e-mail: diogovendasbrognoli@gmail.com']",-27.6048427,-48.5951258,ABRAÃO,"['2 Dormitórios', '3 Banheiros', '84.51 m²', '2 Vagas']",Apartamento,"['João', 'Meirelles,1451']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],595000.0,595.0,2.0,3.0,84.51,2,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-36398/,"['Francisco', 'Goulart,96', 'TRINDADE,-FLORIANÓPOLIS/SC']",cod. A5-36398,"['Apartamento amplo 78,84m² de área privativa. Apartamento com suíte e quarto com ar condicionado, cozinha planejada com fogão, pia em granito, área de serviço separada, quartos amplos com ar condicionado, sala com sacada e pia em granito, andar alto, vista livre. Condomínio com salão de festa, 02 elevadores, próximo a UFSC, Hospital Universitário, Shopping Iguatemi, farmácias, lojas e toda infraestrutura do Bairro Trindade.\nMaiores informações e agendamento de visitas com a corretora Sueli Maria da Silva, fone: 48.999616247, e-mail: suelivendasbrognoli@gmail.com']",-27.5952514,-48.5220928,TRINDADE,"['2 Dormitórios', '2 Banheiros', '78.84 m²', '1 Vaga']",Apartamento,"['Francisco', 'Goulart,96']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],420000.0,420.0,2.0,2.0,78.84,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-33604/,"['NIVALDO', 'DIAS,52', 'CAMPECHE,-FLORIANÓPOLIS/SC']",cod. A6-33604,"['Apartamento de 2 quartos no Campeche. Na paradisíaca praia do Campeche, a poucos metros da praia, 74,15m² de área privativa, excelente apartamento de 2 quartos sendo 1 suíte, ampla sala, sacada com churrasqueira, área de serviço, banheiro social e garagem. Prédio seminovo, excelente padrão de construção, elevador, piscina lindo projeto paisagístico e salão de festas. Maiores informações e contato para visitas com a corretora Lourdes Inês Bianchi, no telefone 55(48)9983-0539, ou pelo e-mail: lurdinha@brognoli.com.br']",-27.6646229,-48.4776716,CAMPECHE,"['2 Dormitórios', '2 Banheiros', '74.15 m²', '1 Vaga']",Apartamento,"['NIVALDO', 'DIAS,52']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],540000.0,540.0,2.0,2.0,74.15,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-34503/,"['PROFESSOR', 'CLEMENTINO', 'BRITO,455', 'ESTREITO,-FLORIANÓPOLIS/SC']",cod. A17-34503,"['Em localização estratégica do Estreito, apenas à 5 minutos das Pontes. Um empreendimento com a marca Formacco Cezarium. Apartamento com 3 quartos(1 suíte) com linda vista para cidade, closet com móveis planejados, banheiro da suíte com box de vidro, banheiro social com box de vidro, sala para 2 ambientes com teto rebaixado em gesso e iluminação indireta, sacada com linda vista para o mar, cozinha fechada, área de serviço, 10° andar, sol da manhã, vaga dupla de garagem e ficam todos os móveis planejados. Condomínio com hidrômetros individuais, piscina, sala de ginástica equipada, playground, salão de festas, 7 quiosques com churrasqueiras, 3 elevadores, elevador para deficientes físicos na área de lazer e portaria 24 horas. Maiores informações e contato para visitas com o corretor Diogo Patrick Scherer no telefone +55(48)9971-4320 ou pelo e-mail: diogo.ps@brognoli.com.br']",-27.5975301,-48.579829,ESTREITO,"['3 Dormitórios', '2 Banheiros', '83.61 m²', '2 Vagas']",Apartamento,"['PROFESSOR', 'CLEMENTINO', 'BRITO,455']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],480000.0,480.0,3.0,2.0,83.61,2,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-36462/,"['Santíssima', 'Trindade,68', 'TRINDADE,-FLORIANÓPOLIS/SC']",cod. A8-36462,"['Apartamento de um dormitório reformado e mobiliado a 500m da UFSC.\nApartamento com sala para dois ambientes com sacada, sofá, mesa com cadeiras, cristaleira com armário,  móvel de suporte para televisão,  cortinas e mesinha de apoio.\nQuarto com roupeiro embutido, cama de casal, criado mudo,  armário, espelho, cortina, ar condicionado 12.000 btu (quente e frio) e painel cabeceira.\nCozinha com móveis embutidos, refrigerador forno elétrico, fogão de mesa e forno microondas.\nÁrea de serviço com tanque de louça,  armário e máquina de lavar roupas.\n\nApartamento reformado, pintado, com rodapés e aberturas novas. Cerâmicas da cozinha e do banheiro novas. Móveis e eletrodomésticos com 6 anos de uso e em excelente estado.\nDesocupado.\nMais informações:\ncorretor Adriano Keller: 99166 5108.\nkellervendasbrognoli@gmail.com']",-27.5966517,-48.5214072,TRINDADE,"['1 Dormitório', '1 Banheiro', '42.9 m²']",Apartamento,"['Santíssima', 'Trindade,68']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],233000.0,233.0,1.0,1.0,42.9,,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-35199/,"['Capitão', 'Euclides', 'de', 'Castro,144', 'COQUEIROS,-FLORIANÓPOLIS/SC']",cod. A40-35673,"['Apartamento de 2 dormitórios, num dos bairros com boa valorização de Florianópolis, condomínio com linda vista para o mar e as pontes, bem próximo ao Parque de Coqueiros e a Beira Mar Continental. Apartamento com living para dois ambientes, cozinha com móveis planejados, área de serviço separada, muito bem ventilado e ensolarado, com 1 vaga de garagem. O condomínio oferece portaria 24 horas,salão de festas, academia.\n Maiores informações com a corretora Cláudia, email-claudiavendasbrognoli@gmail.com ou pelo telefone 48 9 9621-8072']",-27.5984826,-48.5721876,COQUEIROS,"['2 Dormitórios', '1 Banheiro', '69.93 m²', '1 Vaga']",Apartamento,"['Capitão', 'Euclides', 'de', 'Castro,144']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],250000.0,250.0,2.0,1.0,69.93,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-35017/,"['Das', 'Raias,961', 'JURERÊ-INTERNACIONAL,-FLORIANÓPOLIS/SC']",cod. A6-35160,"['Apartamento 3 quartos em Jurerê Internacional, no Open Shopping, em frente ao Il Campanário. Local encantador, com amplo comércio e serviço nas imediações, com acesso ao charmoso calçadão do Open Shoppping e a poucos metros da mais badalada praia de Florianópolis. Apartamento amplo, com 134,15m² de área privativa, mobiliado, com 03 quartos sendo 01 suíte, todos com armários, camas, ar-condicionado split e TV; sala com sofás, mesa de jantar, painel com TV, cozinha com armários planejados, fogão, geladeira e fornos; ampla sacada com espaço gourmet mobiliado e churrasqueira; área de serviço com tanque, armário e máquina de lavar roupa; banheiros com box e armários; 01 vaga de garagem. Maiores informações e contato para visitas com a corretora Lourdes Inês Bianchi pelo telefone 55 (48) 99983 0539 ou pelo e-mail lurdinhavendasbrognoli@gmail.com.']",-27.4402505,-48.5014455,JURERÊ-INTERNACIONAL,"['3 Dormitórios', '3 Banheiros', '134.15 m²', '1 Vaga']",Apartamento,"['Das', 'Raias,961']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],1250000.0,1250.0,3.0,3.0,134.15,1,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-33987/,"['R', 'FREI', 'CANECA,1000', 'CENTRO,-FLORIANÓPOLIS/SC']",cod. A31-33987,"['Apartamento de frente com 236,87m² de área privativa. Localização privilegiada, fácil acesso as praias do Norte, próximo a avenida Beira Mar Norte e ao Shopping Beira Mar em Florianópolis. Possui 4 quartos sendo 2 suítes, hidromassagem, 3 sacadas, churrasqueira, 2 salas,5 banheiros, lavabo, escritório, ar condicionado split instalado, cozinha com armários planejados, despensa, área de serviço, dependência de empregada. Condomínio com piscina adulto e infantil, academia, salão de festas, playground, espaço gourmet, quadra de esportes, sala de jogos, sauna, circuito TV 2 elevadores portaria 24 horas. 2 Garagens livre e coberta! Maiores informações e contato para visitas com a corretora Elisiane Mello de Oliveira, no telefone  55(48)9621-8074, ou pelo e-mail: elisiane@brognoli.com.br']",-27.5767348,-48.54224319999999,CENTRO,"['4 Dormitórios', '5 Banheiros', '236.87 m²', '2 Vagas']",Apartamento,"['R', 'FREI', 'CANECA,1000']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],1970000.0,1970.0,4.0,5.0,236.87,2,FLORIANÓPOLIS/SC
https://www.brognoli.com.br/imovel/comprar-apartamento-35390/,"['Dante', 'de', 'Patta,158', 'INGLESES,-FLORIANÓPOLIS/SC']",cod. A6-36163,"['Apartamento de 2 quartos nos Ingleses. Apartamento com sala integrada à cozinha, sacada com churrasqueira, banheiro, área de serviço,  vaga de garagem livre e coberta. Prédio com elevador, poucos moradores a poucos metros da praia. Maiores informações e contato para visita com a Corretora Lourdes Inês Bianchi através do telefone  55 48 99983 0539 ou pelo e-mail lurdinhavendasbrognoli@gmail.com.']",-27.4341981,-48.3950985,INGLESES,"['2 Dormitórios', '1 Banheiro', '66.95 m²', '1 Vaga']",Apartamento,"['Dante', 'de', 'Patta,158']",['Brognoli Imóveis: Locação e Venda de Imóveis em Florianópolis e Região'],270000.0,270.0,2.0,1.0,66.95,1,FLORIANÓPOLIS/SC
